"","chromosome","position","type"
"chrUn_gl000223_692753","chrUn_gl000223",692753,"intron"
"chrUn_gl000223_611922","chrUn_gl000223",611922,"noncoding"
"chrUn_gl000223_291830","chrUn_gl000223",291830,"exon"
"chrUn_gl000223_764077","chrUn_gl000223",764077,"exon"
"chrUn_gl000223_82576","chrUn_gl000223",82576,"noncoding"
"chrUn_gl000223_231063","chrUn_gl000223",231063,"exon"
"chrUn_gl000223_955128","chrUn_gl000223",955128,"intron"
"chrUn_gl000223_709363","chrUn_gl000223",709363,"exon"
"chrUn_gl000223_761042","chrUn_gl000223",761042,"intron"
"chrUn_gl000223_534234","chrUn_gl000223",534234,"noncoding"
"chrUn_gl000223_409183","chrUn_gl000223",409183,"noncoding"
"chrUn_gl000223_712482","chrUn_gl000223",712482,"noncoding"
"chrUn_gl000223_468250","chrUn_gl000223",468250,"exon"
"chrUn_gl000223_680877","chrUn_gl000223",680877,"exon"
"chrUn_gl000223_610388","chrUn_gl000223",610388,"intron"
"chrUn_gl000223_968279","chrUn_gl000223",968279,"intron"
"chrUn_gl000223_671109","chrUn_gl000223",671109,"noncoding"
"chrUn_gl000223_581413","chrUn_gl000223",581413,"noncoding"
"chrUn_gl000223_965544","chrUn_gl000223",965544,"intron"
"chrUn_gl000223_198826","chrUn_gl000223",198826,"exon"
"chrUn_gl000223_730438","chrUn_gl000223",730438,"exon"
"chrUn_gl000223_50887","chrUn_gl000223",50887,"noncoding"
"chrUn_gl000223_382946","chrUn_gl000223",382946,"exon"
"chrUn_gl000223_375837","chrUn_gl000223",375837,"intron"
"chrUn_gl000223_202816","chrUn_gl000223",202816,"exon"
"chrUn_gl000223_952145","chrUn_gl000223",952145,"noncoding"
"chrUn_gl000223_244204","chrUn_gl000223",244204,"intron"
"chrUn_gl000223_362316","chrUn_gl000223",362316,"noncoding"
"chrUn_gl000223_143831","chrUn_gl000223",143831,"intron"
"chrUn_gl000223_687111","chrUn_gl000223",687111,"exon"
"chrUn_gl000223_409859","chrUn_gl000223",409859,"intron"
"chrUn_gl000223_183028","chrUn_gl000223",183028,"exon"
"chrUn_gl000223_508105","chrUn_gl000223",508105,"exon"
"chrUn_gl000223_654233","chrUn_gl000223",654233,"noncoding"
"chrUn_gl000223_482076","chrUn_gl000223",482076,"noncoding"
"chrUn_gl000223_597122","chrUn_gl000223",597122,"intron"
"chrUn_gl000223_452052","chrUn_gl000223",452052,"exon"
"chrUn_gl000223_693615","chrUn_gl000223",693615,"noncoding"
"chrUn_gl000223_476048","chrUn_gl000223",476048,"exon"
"chrUn_gl000223_29505","chrUn_gl000223",29505,"intron"
"chrUn_gl000223_801945","chrUn_gl000223",801945,"intron"
"chrUn_gl000223_536738","chrUn_gl000223",536738,"exon"
"chrUn_gl000223_349502","chrUn_gl000223",349502,"noncoding"
"chrUn_gl000223_507547","chrUn_gl000223",507547,"intron"
"chrUn_gl000223_264859","chrUn_gl000223",264859,"noncoding"
"chrUn_gl000227_799875","chrUn_gl000227",799875,"exon"
"chrUn_gl000227_762915","chrUn_gl000227",762915,"intron"
"chrUn_gl000227_8755","chrUn_gl000227",8755,"exon"
"chrUn_gl000227_638494","chrUn_gl000227",638494,"exon"
"chrUn_gl000227_309539","chrUn_gl000227",309539,"noncoding"
"chrUn_gl000227_199340","chrUn_gl000227",199340,"intron"
"chrUn_gl000227_207966","chrUn_gl000227",207966,"noncoding"
"chrUn_gl000227_863891","chrUn_gl000227",863891,"exon"
"chrUn_gl000227_261049","chrUn_gl000227",261049,"noncoding"
"chrUn_gl000227_82016","chrUn_gl000227",82016,"exon"
"chrUn_gl000227_899164","chrUn_gl000227",899164,"noncoding"
"chrUn_gl000227_643432","chrUn_gl000227",643432,"noncoding"
"chrUn_gl000227_874122","chrUn_gl000227",874122,"exon"
"chrUn_gl000227_131143","chrUn_gl000227",131143,"intron"
"chrUn_gl000227_940530","chrUn_gl000227",940530,"noncoding"
"chrUn_gl000227_975965","chrUn_gl000227",975965,"noncoding"
"chrUn_gl000227_114739","chrUn_gl000227",114739,"intron"
"chrUn_gl000227_317614","chrUn_gl000227",317614,"noncoding"
"chrUn_gl000227_958888","chrUn_gl000227",958888,"intron"
"chrUn_gl000227_525128","chrUn_gl000227",525128,"exon"
"chrUn_gl000227_986746","chrUn_gl000227",986746,"intron"
"chrUn_gl000227_966863","chrUn_gl000227",966863,"intron"
"chrUn_gl000227_697790","chrUn_gl000227",697790,"intron"
"chrUn_gl000227_966187","chrUn_gl000227",966187,"noncoding"
"chrUn_gl000227_446216","chrUn_gl000227",446216,"exon"
"chrUn_gl000227_285215","chrUn_gl000227",285215,"intron"
"chrUn_gl000227_816954","chrUn_gl000227",816954,"exon"
"chrUn_gl000227_290337","chrUn_gl000227",290337,"intron"
"chrUn_gl000227_398976","chrUn_gl000227",398976,"exon"
"chrUn_gl000227_725043","chrUn_gl000227",725043,"intron"
"chrUn_gl000227_670936","chrUn_gl000227",670936,"noncoding"
"chrUn_gl000227_10508","chrUn_gl000227",10508,"exon"
"chrUn_gl000227_479464","chrUn_gl000227",479464,"noncoding"
"chrUn_gl000227_141009","chrUn_gl000227",141009,"intron"
"chrUn_gl000227_622154","chrUn_gl000227",622154,"intron"
"chrUn_gl000227_242318","chrUn_gl000227",242318,"noncoding"
"chrUn_gl000227_35625","chrUn_gl000227",35625,"exon"
"chrUn_gl000227_547673","chrUn_gl000227",547673,"noncoding"
"chrUn_gl000227_887234","chrUn_gl000227",887234,"intron"
"chrUn_gl000227_870651","chrUn_gl000227",870651,"noncoding"
"chrUn_gl000227_67345","chrUn_gl000227",67345,"noncoding"
"chrUn_gl000227_51436","chrUn_gl000227",51436,"noncoding"
"chrUn_gl000227_830774","chrUn_gl000227",830774,"noncoding"
"chrUn_gl000227_855384","chrUn_gl000227",855384,"intron"
"chrUn_gl000227_984657","chrUn_gl000227",984657,"noncoding"
"chrUn_gl000227_657896","chrUn_gl000227",657896,"exon"
"chrUn_gl000227_301191","chrUn_gl000227",301191,"noncoding"
"chrUn_gl000227_209388","chrUn_gl000227",209388,"noncoding"
"chrUn_gl000227_376367","chrUn_gl000227",376367,"noncoding"
"chrUn_gl000227_927647","chrUn_gl000227",927647,"noncoding"
"chrUn_gl000227_779536","chrUn_gl000227",779536,"noncoding"
"chrUn_gl000227_30223","chrUn_gl000227",30223,"exon"
"chrUn_gl000227_672696","chrUn_gl000227",672696,"noncoding"
"chrUn_gl000227_764044","chrUn_gl000227",764044,"intron"
"chrUn_gl000227_705273","chrUn_gl000227",705273,"noncoding"
"chrUn_gl000227_288883","chrUn_gl000227",288883,"noncoding"
"chrUn_gl000227_704833","chrUn_gl000227",704833,"noncoding"
"chrUn_gl000227_273606","chrUn_gl000227",273606,"exon"
"chrUn_gl000227_14050","chrUn_gl000227",14050,"intron"
"chrUn_gl000227_861280","chrUn_gl000227",861280,"noncoding"
"chrUn_gl000227_37770","chrUn_gl000227",37770,"intron"
"chrUn_gl000227_137706","chrUn_gl000227",137706,"intron"
"chrUn_gl000227_660174","chrUn_gl000227",660174,"noncoding"
"chrUn_gl000227_908917","chrUn_gl000227",908917,"intron"
"chrUn_gl000227_98366","chrUn_gl000227",98366,"exon"
"chrUn_gl000227_913673","chrUn_gl000227",913673,"intron"
"chrUn_gl000227_966586","chrUn_gl000227",966586,"noncoding"
"chrUn_gl000227_230453","chrUn_gl000227",230453,"exon"
"chrUn_gl000227_493704","chrUn_gl000227",493704,"noncoding"
"chrUn_gl000227_512015","chrUn_gl000227",512015,"noncoding"
"chrUn_gl000227_366247","chrUn_gl000227",366247,"noncoding"
"chrUn_gl000227_148164","chrUn_gl000227",148164,"exon"
"chrUn_gl000227_657388","chrUn_gl000227",657388,"intron"
"chrUn_gl000227_563515","chrUn_gl000227",563515,"noncoding"
"chrUn_gl000227_751376","chrUn_gl000227",751376,"intron"
"chrUn_gl000227_703460","chrUn_gl000227",703460,"noncoding"
"chrUn_gl000227_435741","chrUn_gl000227",435741,"intron"
"chrUn_gl000227_118978","chrUn_gl000227",118978,"intron"
"chrUn_gl000227_828822","chrUn_gl000227",828822,"intron"
"chrUn_gl000227_643797","chrUn_gl000227",643797,"exon"
"chrUn_gl000227_375264","chrUn_gl000227",375264,"intron"
"chrUn_gl000227_990691","chrUn_gl000227",990691,"intron"
"chrUn_gl000227_706528","chrUn_gl000227",706528,"intron"
"chrUn_gl000227_530926","chrUn_gl000227",530926,"noncoding"
"chrUn_gl000227_495941","chrUn_gl000227",495941,"noncoding"
"chrUn_gl000227_959240","chrUn_gl000227",959240,"noncoding"
"chrUn_gl000227_963016","chrUn_gl000227",963016,"exon"
"chrUn_gl000227_77239","chrUn_gl000227",77239,"exon"
"chrUn_gl000227_576772","chrUn_gl000227",576772,"intron"
"chrUn_gl000227_23381","chrUn_gl000227",23381,"exon"
"chrUn_gl000227_216913","chrUn_gl000227",216913,"noncoding"
"chrUn_gl000227_321003","chrUn_gl000227",321003,"intron"
"chrUn_gl000227_988939","chrUn_gl000227",988939,"noncoding"
"chrUn_gl000227_432883","chrUn_gl000227",432883,"exon"
"chrUn_gl000227_698224","chrUn_gl000227",698224,"exon"
"chrUn_gl000227_477719","chrUn_gl000227",477719,"intron"
"chrUn_gl000227_141807","chrUn_gl000227",141807,"intron"
"chrUn_gl000227_47428","chrUn_gl000227",47428,"noncoding"
"chrUn_gl000227_583053","chrUn_gl000227",583053,"exon"
"chrUn_gl000227_175742","chrUn_gl000227",175742,"exon"
"chrUn_gl000228_955189","chrUn_gl000228",955189,"exon"
"chrUn_gl000228_805542","chrUn_gl000228",805542,"exon"
"chrUn_gl000228_319981","chrUn_gl000228",319981,"exon"
"chrUn_gl000228_741152","chrUn_gl000228",741152,"intron"
"chrUn_gl000228_324902","chrUn_gl000228",324902,"noncoding"
"chrUn_gl000228_726353","chrUn_gl000228",726353,"noncoding"
"chrUn_gl000228_842004","chrUn_gl000228",842004,"intron"
"chrUn_gl000228_549641","chrUn_gl000228",549641,"noncoding"
"chrUn_gl000228_863768","chrUn_gl000228",863768,"noncoding"
"chrUn_gl000228_474284","chrUn_gl000228",474284,"exon"
"chrUn_gl000228_845791","chrUn_gl000228",845791,"noncoding"
"chrUn_gl000228_930406","chrUn_gl000228",930406,"exon"
"chrUn_gl000228_129425","chrUn_gl000228",129425,"intron"
"chrUn_gl000228_326058","chrUn_gl000228",326058,"exon"
"chrUn_gl000228_538590","chrUn_gl000228",538590,"intron"
"chrUn_gl000228_140381","chrUn_gl000228",140381,"intron"
"chrUn_gl000228_589755","chrUn_gl000228",589755,"intron"
"chrUn_gl000228_827522","chrUn_gl000228",827522,"exon"
"chrUn_gl000228_270832","chrUn_gl000228",270832,"exon"
"chrUn_gl000228_599417","chrUn_gl000228",599417,"exon"
"chrUn_gl000228_692596","chrUn_gl000228",692596,"exon"
"chrUn_gl000228_833594","chrUn_gl000228",833594,"noncoding"
"chrUn_gl000228_336240","chrUn_gl000228",336240,"exon"
"chrUn_gl000228_358477","chrUn_gl000228",358477,"intron"
"chrUn_gl000228_574028","chrUn_gl000228",574028,"noncoding"
"chrUn_gl000228_980790","chrUn_gl000228",980790,"noncoding"
"chrUn_gl000228_576942","chrUn_gl000228",576942,"noncoding"
"chrUn_gl000228_381634","chrUn_gl000228",381634,"intron"
"chrUn_gl000228_389445","chrUn_gl000228",389445,"noncoding"
"chrUn_gl000228_551621","chrUn_gl000228",551621,"noncoding"
"chrUn_gl000228_641428","chrUn_gl000228",641428,"exon"
"chrUn_gl000228_995700","chrUn_gl000228",995700,"intron"
"chrUn_gl000228_636795","chrUn_gl000228",636795,"noncoding"
"chrUn_gl000228_314766","chrUn_gl000228",314766,"noncoding"
"chrUn_gl000228_159820","chrUn_gl000228",159820,"intron"
"chrUn_gl000228_519805","chrUn_gl000228",519805,"exon"
"chrUn_gl000228_820997","chrUn_gl000228",820997,"noncoding"
"chrUn_gl000228_944615","chrUn_gl000228",944615,"noncoding"
"chrUn_gl000228_556566","chrUn_gl000228",556566,"intron"
"chrUn_gl000228_269587","chrUn_gl000228",269587,"noncoding"
"chrUn_gl000228_5642","chrUn_gl000228",5642,"noncoding"
"chrUn_gl000228_73704","chrUn_gl000228",73704,"intron"
"chrUn_gl000228_208744","chrUn_gl000228",208744,"intron"
"chrUn_gl000228_538162","chrUn_gl000228",538162,"exon"
"chrUn_gl000228_630964","chrUn_gl000228",630964,"intron"
"chrUn_gl000228_718482","chrUn_gl000228",718482,"noncoding"
"chrUn_gl000228_413920","chrUn_gl000228",413920,"intron"
"chrUn_gl000228_738845","chrUn_gl000228",738845,"exon"
"chrUn_gl000228_875493","chrUn_gl000228",875493,"intron"
"chrUn_gl000228_604508","chrUn_gl000228",604508,"noncoding"
"chrUn_gl000228_527635","chrUn_gl000228",527635,"intron"
"chrUn_gl000228_101406","chrUn_gl000228",101406,"noncoding"
"chrUn_gl000228_161036","chrUn_gl000228",161036,"exon"
"chrUn_gl000228_480595","chrUn_gl000228",480595,"noncoding"
"chrUn_gl000228_608647","chrUn_gl000228",608647,"noncoding"
"chrUn_gl000228_926185","chrUn_gl000228",926185,"noncoding"
"chrUn_gl000228_124216","chrUn_gl000228",124216,"noncoding"
"chrUn_gl000228_242807","chrUn_gl000228",242807,"noncoding"
"chrUn_gl000228_225649","chrUn_gl000228",225649,"noncoding"
"chrUn_gl000228_753763","chrUn_gl000228",753763,"exon"
"chrUn_gl000228_810533","chrUn_gl000228",810533,"exon"
"chrUn_gl000228_575414","chrUn_gl000228",575414,"intron"
"chrUn_gl000228_31583","chrUn_gl000228",31583,"noncoding"
"chrUn_gl000228_508226","chrUn_gl000228",508226,"exon"
"chrUn_gl000228_245332","chrUn_gl000228",245332,"exon"
"chrUn_gl000228_124627","chrUn_gl000228",124627,"exon"
"chrUn_gl000228_287658","chrUn_gl000228",287658,"intron"
"chrUn_gl000228_834767","chrUn_gl000228",834767,"exon"
"chrUn_gl000228_208046","chrUn_gl000228",208046,"exon"
"chrUn_gl000228_452766","chrUn_gl000228",452766,"exon"
"chrUn_gl000228_848189","chrUn_gl000228",848189,"intron"
"chrUn_gl000228_34836","chrUn_gl000228",34836,"exon"
"chrUn_gl000228_617671","chrUn_gl000228",617671,"intron"
"chrUn_gl000228_135771","chrUn_gl000228",135771,"noncoding"
"chrUn_gl000228_43350","chrUn_gl000228",43350,"noncoding"
"chrUn_gl000228_966504","chrUn_gl000228",966504,"intron"
"chrUn_gl000228_272876","chrUn_gl000228",272876,"noncoding"
"chrUn_gl000228_558882","chrUn_gl000228",558882,"exon"
"chrUn_gl000228_973236","chrUn_gl000228",973236,"exon"
"chrUn_gl000228_993534","chrUn_gl000228",993534,"noncoding"
"chrUn_gl000228_316980","chrUn_gl000228",316980,"noncoding"
"chrUn_gl000228_690917","chrUn_gl000228",690917,"exon"
"chrUn_gl000228_844463","chrUn_gl000228",844463,"noncoding"
"chrUn_gl000228_82549","chrUn_gl000228",82549,"noncoding"
"chrUn_gl000228_120813","chrUn_gl000228",120813,"intron"
"chrUn_gl000228_889739","chrUn_gl000228",889739,"noncoding"
"chrUn_gl000228_865703","chrUn_gl000228",865703,"noncoding"
"chrUn_gl000228_162830","chrUn_gl000228",162830,"intron"
"chrUn_gl000228_223769","chrUn_gl000228",223769,"noncoding"
"chrUn_gl000228_9080","chrUn_gl000228",9080,"intron"
"chrUn_gl000228_660374","chrUn_gl000228",660374,"intron"
"chrUn_gl000228_84637","chrUn_gl000228",84637,"intron"
"chrUn_gl000228_784405","chrUn_gl000228",784405,"noncoding"
"chrUn_gl000228_743329","chrUn_gl000228",743329,"noncoding"
"chrUn_gl000228_783225","chrUn_gl000228",783225,"intron"
"chrUn_gl000228_713187","chrUn_gl000228",713187,"intron"
"chrUn_gl000228_771688","chrUn_gl000228",771688,"noncoding"
"chrUn_gl000228_177869","chrUn_gl000228",177869,"noncoding"
"chrUn_gl000228_582784","chrUn_gl000228",582784,"exon"
"chrUn_gl000228_18826","chrUn_gl000228",18826,"noncoding"
"chrUn_gl000237_210964","chrUn_gl000237",210964,"exon"
"chrUn_gl000237_985291","chrUn_gl000237",985291,"intron"
"chrUn_gl000237_747245","chrUn_gl000237",747245,"exon"
"chrUn_gl000237_377695","chrUn_gl000237",377695,"intron"
"chrUn_gl000237_373700","chrUn_gl000237",373700,"noncoding"
"chrUn_gl000237_202285","chrUn_gl000237",202285,"exon"
"chrUn_gl000237_70265","chrUn_gl000237",70265,"exon"
"chrUn_gl000237_969323","chrUn_gl000237",969323,"exon"
"chrUn_gl000237_614198","chrUn_gl000237",614198,"exon"
"chrUn_gl000237_770936","chrUn_gl000237",770936,"noncoding"
"chrUn_gl000237_664043","chrUn_gl000237",664043,"noncoding"
"chrUn_gl000237_256569","chrUn_gl000237",256569,"exon"
"chrUn_gl000237_280637","chrUn_gl000237",280637,"exon"
"chrUn_gl000237_733338","chrUn_gl000237",733338,"exon"
"chrUn_gl000237_301448","chrUn_gl000237",301448,"intron"
"chrUn_gl000237_580559","chrUn_gl000237",580559,"exon"
"chrUn_gl000237_540457","chrUn_gl000237",540457,"noncoding"
"chrUn_gl000237_982734","chrUn_gl000237",982734,"exon"
"chrUn_gl000237_116506","chrUn_gl000237",116506,"noncoding"
"chrUn_gl000237_77679","chrUn_gl000237",77679,"noncoding"
"chrUn_gl000237_2675","chrUn_gl000237",2675,"exon"
"chrUn_gl000237_929321","chrUn_gl000237",929321,"intron"
"chrUn_gl000237_962348","chrUn_gl000237",962348,"noncoding"
"chrUn_gl000237_942964","chrUn_gl000237",942964,"exon"
"chrUn_gl000237_387454","chrUn_gl000237",387454,"intron"
"chrUn_gl000237_371181","chrUn_gl000237",371181,"intron"
"chrUn_gl000237_91405","chrUn_gl000237",91405,"exon"
"chrUn_gl000237_860515","chrUn_gl000237",860515,"exon"
"chrUn_gl000237_170395","chrUn_gl000237",170395,"exon"
"chrUn_gl000237_279664","chrUn_gl000237",279664,"exon"
"chrUn_gl000237_126059","chrUn_gl000237",126059,"noncoding"
"chrUn_gl000237_334452","chrUn_gl000237",334452,"noncoding"
"chrUn_gl000237_591878","chrUn_gl000237",591878,"noncoding"
"chrUn_gl000237_141939","chrUn_gl000237",141939,"intron"
"chrUn_gl000237_424103","chrUn_gl000237",424103,"noncoding"
"chrUn_gl000237_279644","chrUn_gl000237",279644,"exon"
"chrUn_gl000237_445816","chrUn_gl000237",445816,"exon"
"chrUn_gl000237_148359","chrUn_gl000237",148359,"exon"
"chrUn_gl000237_661223","chrUn_gl000237",661223,"intron"
"chrUn_gl000237_891466","chrUn_gl000237",891466,"intron"
"chrUn_gl000237_139240","chrUn_gl000237",139240,"noncoding"
"chrUn_gl000237_974396","chrUn_gl000237",974396,"noncoding"
"chrUn_gl000237_12348","chrUn_gl000237",12348,"noncoding"
"chrUn_gl000237_236555","chrUn_gl000237",236555,"noncoding"
"chrUn_gl000237_250232","chrUn_gl000237",250232,"noncoding"
"chrUn_gl000237_738011","chrUn_gl000237",738011,"noncoding"
"chrUn_gl000237_62745","chrUn_gl000237",62745,"intron"
"chrUn_gl000237_351558","chrUn_gl000237",351558,"exon"
"chrUn_gl000237_497693","chrUn_gl000237",497693,"exon"
"chrUn_gl000237_766009","chrUn_gl000237",766009,"noncoding"
"chrUn_gl000237_642030","chrUn_gl000237",642030,"noncoding"
"chrUn_gl000237_105","chrUn_gl000237",105,"intron"
"chrUn_gl000237_947650","chrUn_gl000237",947650,"exon"
"chrUn_gl000237_183479","chrUn_gl000237",183479,"noncoding"
"chrUn_gl000237_438824","chrUn_gl000237",438824,"intron"
"chrUn_gl000237_656091","chrUn_gl000237",656091,"exon"
"chrUn_gl000237_831250","chrUn_gl000237",831250,"exon"
"chrUn_gl000237_415491","chrUn_gl000237",415491,"noncoding"
"chrUn_gl000237_62082","chrUn_gl000237",62082,"exon"
"chrUn_gl000237_652470","chrUn_gl000237",652470,"intron"
"chrUn_gl000237_769599","chrUn_gl000237",769599,"intron"
"chrUn_gl000237_134595","chrUn_gl000237",134595,"exon"
"chrUn_gl000237_666820","chrUn_gl000237",666820,"noncoding"
"chrUn_gl000237_302244","chrUn_gl000237",302244,"intron"
"chrUn_gl000237_499598","chrUn_gl000237",499598,"intron"
"chrUn_gl000237_433942","chrUn_gl000237",433942,"noncoding"
"chrUn_gl000237_527720","chrUn_gl000237",527720,"intron"
"chrUn_gl000237_958104","chrUn_gl000237",958104,"intron"
"chrUn_gl000237_216585","chrUn_gl000237",216585,"intron"
"chrUn_gl000237_754283","chrUn_gl000237",754283,"exon"
"chrUn_gl000237_474811","chrUn_gl000237",474811,"exon"
"chrUn_gl000237_29043","chrUn_gl000237",29043,"noncoding"
"chrUn_gl000237_430296","chrUn_gl000237",430296,"noncoding"
"chrUn_gl000237_473392","chrUn_gl000237",473392,"noncoding"
"chrUn_gl000237_465578","chrUn_gl000237",465578,"noncoding"
"chrUn_gl000237_640300","chrUn_gl000237",640300,"noncoding"
"chrUn_gl000237_338545","chrUn_gl000237",338545,"exon"
"chrUn_gl000237_642417","chrUn_gl000237",642417,"noncoding"
"chrUn_gl000237_357709","chrUn_gl000237",357709,"exon"
"chrUn_gl000237_401056","chrUn_gl000237",401056,"noncoding"
"chrUn_gl000237_494515","chrUn_gl000237",494515,"noncoding"
"chrUn_gl000237_110144","chrUn_gl000237",110144,"intron"
"chrUn_gl000237_262173","chrUn_gl000237",262173,"intron"
"chrUn_gl000237_288950","chrUn_gl000237",288950,"intron"
"chrUn_gl000237_615730","chrUn_gl000237",615730,"exon"
"chrUn_gl000237_925742","chrUn_gl000237",925742,"exon"
"chrUn_gl000237_454508","chrUn_gl000237",454508,"noncoding"
"chrUn_gl000237_985995","chrUn_gl000237",985995,"intron"
"chrUn_gl000237_111851","chrUn_gl000237",111851,"exon"
"chrUn_gl000237_99708","chrUn_gl000237",99708,"noncoding"
"chrUn_gl000237_617570","chrUn_gl000237",617570,"noncoding"
"chrUn_gl000237_383280","chrUn_gl000237",383280,"intron"
"chrUn_gl000237_131640","chrUn_gl000237",131640,"intron"
"chrUn_gl000237_863824","chrUn_gl000237",863824,"exon"
"chrUn_gl000237_525825","chrUn_gl000237",525825,"exon"
"chrUn_gl000237_615359","chrUn_gl000237",615359,"intron"
"chrUn_gl000237_513353","chrUn_gl000237",513353,"intron"
"chrUn_gl000237_177017","chrUn_gl000237",177017,"noncoding"
"chrUn_gl000237_734576","chrUn_gl000237",734576,"intron"
"chrUn_gl000237_724290","chrUn_gl000237",724290,"exon"
"chrUn_gl000241_857934","chrUn_gl000241",857934,"exon"
"chrUn_gl000241_495676","chrUn_gl000241",495676,"exon"
"chrUn_gl000241_133160","chrUn_gl000241",133160,"exon"
"chrUn_gl000241_974128","chrUn_gl000241",974128,"exon"
"chrUn_gl000241_657786","chrUn_gl000241",657786,"exon"
"chrUn_gl000241_570140","chrUn_gl000241",570140,"exon"
"chrUn_gl000241_961123","chrUn_gl000241",961123,"intron"
"chrUn_gl000241_968617","chrUn_gl000241",968617,"intron"
"chrUn_gl000241_843846","chrUn_gl000241",843846,"exon"
"chrUn_gl000241_110900","chrUn_gl000241",110900,"intron"
"chrUn_gl000241_42464","chrUn_gl000241",42464,"noncoding"
"chrUn_gl000241_768441","chrUn_gl000241",768441,"intron"
"chrUn_gl000241_86568","chrUn_gl000241",86568,"noncoding"
"chrUn_gl000241_449082","chrUn_gl000241",449082,"noncoding"
"chrUn_gl000241_240455","chrUn_gl000241",240455,"noncoding"
